"BoothID","authors","abstract","title","PosterCategory","VideoLink"
1238,"Nader Alfares: Pennsylvania State University; George Kesidis: Pennsylvania State University","We introduce a Unity based benchmark for evaluating Virtual Reality (VR) delivery systems using edge-cloud caching. As VR evolves, meeting strict latency and Quality of Experience (QoE) requirements is critical. Traditional cloud architectures often struggle to meet these demands. With edge computing, resources are brought closer to users in efforts to reduce latency and improve QoEs. However, challenges arise from changing fields of view (FoVs) and synchronization requirements. We address the lack of suitable benchmarks and propose a framework that simulates multiuser VR scenarios while logging users' interaction with objects within their FoVs, supporting research in optimizing edge caching and other edge-cloud functions for VR streaming.","Virtual Reality Benchmark for Edge Caching Systems","Miscellaneous Topics",olmV0MXQ4zg
1239,"Alexandre Courallet: CESI; David Baudry: CESI; Vincent Havard: CESI","Extended Reality-Interfaced Digital Twins (XR-DTs) can be used in a wide range of industrial applications, including training, simulation, and the design and monitoring of industrial systems. However, interacting with and controlling autonomous agents, whether virtual or real, through XR-DT can be challenging, and existing solutions often address only a certain level of collaboration or limited use cases. To address these limitations, this paper presents a no-code scenario authoring solution for XR-DTs called NEURONES as well as a demonstration scenario.","Authoring framework for industrial XR digital twin and autonomous agent : a proof of concept","Miscellaneous Topics",W928FWK4Lnk
1240,"Mohammad Jahed Murad Sunny: University of Arkansas at Little Rock; Jan P Springer: University of Arkansas at Little Rock; Aryabrata Basu: University of Arkansas at Little Rock","Our study explores the relationship between VR experience, 3D gaming expertise, and performance metrics like task completion time, accuracy, and workload. Analysis reveals that combined expertise in VR and 3D gaming improves efficiency, reduces workload, and enhances accuracy. Notably, users with multidimensional experience consistently perform better with higher accuracy and lower task-load scores, demonstrating the value of VR proficiency. Interestingly, physical space requirements remain low across all levels, highlighting VR’s accessibility.","Evaluating Adjustment and Proficiency Disparities in Virtual Reality","Miscellaneous Topics",Gqg5rxaCWeU
1241,"Xinyu Liu: King Abdullah University of Science and Technology; Dawar Khan: King Abdullah University of Science and Technology; Omar Mena: King Abdullah University of Science and Technology; Donggang Jia: King Abdullah University of Science and Technology (KAUST); Alexandre Kouyoumdjian: King Abdullah University of Science and Technology; Ivan Viola: King Abdullah University of Science and Technology","We evaluate 17 LLMs across four XR devices—Magic Leap 2, Meta Quest 3, Vivo X100s Pro, and Apple Vision Pro—assessing performance on key metrics: consistency, processing speed,  and battery consumption. Our experimental setup examines 68 model-device pairs under varying string lengths, batch sizes, and thread counts, providing insights into trade-offs for real-time XR applications. Our findings offer guidance for optimizing LLM deployment on XR devices and establish a foundation for future research in this rapidly evolving field.","LLMs on XR (LoXR): Performance Evaluation of LLMs Executed Locally on Extended Reality Devices","Miscellaneous Topics",LjjO9nvOpF4
1242,"Alex Orsholits: The University of Tokyo; Manabu Tsukada: The University of Tokyo","Spatial computing is evolving towards leveraging data streaming for computationally demanding applications, facilitating a shift to lightweight, untethered, and standalone devices. These devices are ideal candidates for co-processing, where real-time scene context understanding and low-latency data streaming are fundamental for general-purpose Mixed Reality (MR) experiences. This poster demonstrates and evaluates a scalable approach to augmented contextual understanding in MR by implementing edge AI co-processing through a Hailo-8 AI accelerator, a low-power ARM-based single board computer (SBC), and the Magic Leap 2 AR headset. The resulting inferences are streamed back to the headset for spatial reprojection into the user’s vision.","Edge Vision AI Co-Processing for Dynamic Context Awareness in Mixed Reality","Miscellaneous Topics",xxahKZl4K9w
1243,"Matthew Zhang: Rhodes College; Nate Phillips: Rhodes College","Depth perception in AR describes the ability to perceive depth from AR-generated objects. This functionality enables an emergent capability: x-ray vision, or visualizing objects past an occluding surface. To evaluate x-ray vision’s feasibility, we propose experiments that depict a virtual object beyond a solid wall. In one condition this display is mitigated with a semi-transparent virtual window, while in another condition no such effect is presented. Depth estimates will be measured using triangulation by walking. Our motivation is to understand discrepancies between perceived distances of virtual and real-world objects so that AR systems can accurately display objects in the real-world.","Evaluating Depth Perception in Augmented Reality X-Ray Vision","Perception and Cognition",MFhtltX-4zg
1244,"Agata Szymańska: Jagiellonian University; Paweł Jemioło: AGH University of Krakow; Beata Pacula-Leśniak: Jagiellonian University; Michał Kuniecki: Institute of Psychology, Faculty of Philosophy, Jagiellonian University in Krakow","Adapting VR scenarios in real time based on users’ emotional responses is a promising advancement for developers. However, most VR environments are either ""blind"" to emotions or depend on intrusive, contact-based methods. This study introduces a novel, non-invasive approach for predicting arousal and valence using pupil reactivity and gaze features. Data from 105 participants (ages 18–30) viewing 120 emotional images via a VR headset with eye tracking informed machine learning models. These models, leveraging features like mean and standard deviation of pupil data, achieved F1 scores of 0.64 (valence) and 0.73 (arousal), highlighting potential real-world applications in VR development.","Pupil-Based Prediction of Valence and Arousal in VR: A Machine Learning Approach","Perception and Cognition",dGUM7plE9gw
1245,"Beatrice Biancardi: CESI LINEACT; Mukesh Barange: CESI LINEACT; Matthieu Vigilant: Université Paris Cité; Pierre-Louis Lefour: Université Paris Cité; Laurence Chaby: Université Paris Cité","First impressions are critical in shaping social interactions, with perceptions of interpersonal warmth playing a central role in fostering positive judgments. Social touch, such as handshake, conveys both interpersonal and physical warmth, potentially influencing impressions and social proximity. Using VR and haptic technologies, we explore how  handshake temperature (warm or cold) affects first impressions, and interpersonal distance, during interactions with a virtual agent. We aim to discuss the implications for designing more engaging and realistic human-agent interactions, with a focus on the role of haptic feedback in fostering positive impressions.","Warming the Ice: The Role of Social Touch and Physical Warmth on First Impressions in Virtual Reality","Perception and Cognition",8CCQks15gA8
1246,"Lena Holderrieth: University of Würzburg; Erik Wolf: University of Würzburg; Marie Luisa Fiedler: University of Würzburg; Mario Botsch: TU Dortmund University; Marc Erich Latoschik: University of Würzburg; Carolin Wienrich: University of Würzburg","Body weight issues can manifest in low self-esteem through a negative body image or the feeling of unattractiveness. To explore potential interventions, the pilot study examined whether embodying a photorealistically personalized avatar with enhanced attractiveness affects self-esteem. Participants in the manipulation group adjusted their avatar's body weight to their self-defined ideal, while a control group used unmodified avatars. To confirm the manipulation, we measured the perceived avatars' attractiveness. Results showed that participants found avatars at their ideal weight significantly more attractive, confirming an effective manipulation. Further, the ideal weight group showed a clear trend towards higher self-esteem post-exposure.","Do You Feel Better? The Impact of Embodying Photorealistic Avatars with Ideal Body Weight on Attractiveness and Self-Esteem in Virtual Reality","Perception and Cognition",D3MY450oVac
1247,"Leon Lange: UC San Diego; Jacob Yenney: UC San Diego; Ying Choon Wu: UC San Diego","This study explores approaches to combining real-time electroencephalographic (EEG) with VR to generate synthetic psychedelic experiences. Using a passive brain-computer interface (BCI) that dynamically adjusts virtual content, we aim to elicit neurocognitive states similar to those that characterize psychedelic trips - including attenuation of self-referential thought and diminished engagement of the default mode network. Preliminary results indicate that this type of personalized VR experience can modulate cortical activities and elicit unique states of altered consciousness. By mimicking hallucinatory experiences, we aim in the future to replicate the cognitive and emotional benefits of psychedelic agents without the associated risks.","Dynamic VR Modulation with EEG Feedback for Psychedelic Simulation","Perception and Cognition",EXxg_MRUikI
1248,"Michèle Atié: Nantes Université, ENSA Nantes, Ecole Centrale Nantes, CNRS, AAU-CRENAU, UMR 1563; Céline Drozd: Nantes Université, ENSA Nantes, Ecole Centrale Nantes, CNRS, AAU-CRENAU, UMR 1563; Toinon Vigier: Université de Nantes; Daniel Siret: Nantes Université, ENSA Nantes, Ecole Centrale Nantes, CNRS, AAU-CRENAU, UMR 1563","This paper studies the potential of VR HMDs to replicate subjective impressions of luminous atmospheres using 360° photographs. We compare the perception of luminous atmospheres in two settings—VR HMD and UHD screen—against real iconic buildings. Evaluations were conducted through three distinct experiments: in seven real indoors of iconic buildings, using 360° photographs of these indoors viewed in a VR HMD, and using 2D images from these indoors displayed on a UHD screen. Results indicate that VR HMDs are a promising tool for studying luminous atmospheres, providing a closer perception to real-world conditions.","Luminous Atmospheres 360: Comparing VR HMDs and UHD Screens for Reproducing Architectural Daylight Atmospheres","Perception and Cognition",TFDcuJnAfmc
1249,"Antoine HP MORICE: Aix-Marseille Université; Nicolas SALVAGE: Aix-Marseille Université; Emilie DUBUISSON: Aix-Marseille Université","The automotive industry faces the challenge of determining whether Mixed Reality displays (MR), which are expensive, outperform traditional head-down displays in depicting Advanced Driver Assistant Systems (ADAS). We designed a novel ecological interface for an ADAS to enhance drivers’ perception of Turnability - an affordance specifying the possibility of crossing a narrow orthogonal alleyway following a forward constant-curvature turn. We augmented the perception of turnability with configural (head-down) and conformal (MR) displays. Overall, both displays improved drivers’ decision-making. However, the configural display is not only superior but also rated as more usable than the conformal display by the drivers.","Effectiveness of MR to enhance drivers’ perception of turnability","Perception and Cognition",LlJNzbmqa3M
1250,"Jorge Pina: Universidad de Zaragoza; Edurne Bernal-Berdun: Universidad de Zaragoza - I3A; Daniel Martin: Universidad de Zaragoza; Sandra Malpica: Centro Universitario de la Defensa, I3A; Carmen Real: Universidad de Zaragoza; Pablo Armañac: Universidad de Zaragoza; Jesus Lazaro: Universidad de Zaragoza; Alba Martin: Universidad de Zaragoza; Belen Masia: Universidad de Zaragoza; Ana Serrano: Universidad de Zaragoza","Cognitive load, the mental effort required to process information and perform tasks, affects user performance and engagement. Understanding its impact in immersive, multisensory experiences is critical for task-oriented applications like training and education. We studied the effect of cognitive load on user performance on a visual search task, performed on its own or alongside a secondary, auditory task. This effect was tested for two different search areas: 90º and 360º. Results show a decline of task performance with increased cognitive load, but with different trends between the 90º and 360º cases.","The Effect of Cognitive Load on Visual Search Tasks in Multisensory Immersive Environments","Perception and Cognition",8zSuL5SFKGI
1251,"Delphine Yeh: Université Paris Cité; Sylvain Penaud: Université Paris Cité; Alexandre Gaston-Bellegarde: Université Paris Cité; Pascale Piolino: Université Paris Cité","The self-reference effect (SRE) suggests that encoding new material in episodic memory (EM) is enhanced when information is closely linked to the Self. However, traditional approaches to the SRE have neglected the interplay between multiple facets of the Self and naturalistic, multisensory EM contexts. The present study investigates the respective and joint contributions of the minimal and narrative Selves to the SRE during the encoding of naturalistic, multisensory daily events in a virtual city, experienced while embodied in a first-person avatar. Preliminary findings suggest that the narrative Self plays a predominant role in enhancing EM encoding under ecological conditions.","Encoding Multimodal Scenes in a Virtual City: How the Multifaceted Self Shapes Naturalistic Episodic Memory","Perception and Cognition",U6844z-HTMA
1252,"Yobbahim J. Vite: University of Calgary; Yaoping Hu: University of Calgary","To enable adaptive virtual reality (VR) based systems, this study explored to differentiate attention’s 3 substates – i.e., orienting (OR), alerting (AL), and cognitive maintenance (CM). Human participants performed a task within a VR-based cockpit to evoke these substates, while their brain activity was recorded as electroencephalographic data to extract features. Statistical analyses revealed significant differences of these features among the substates. Compared 5 machine-learning models, naïve bayes and K-nearest neighbors achieved similarly the best accuracy (77% ~ 95%) to classify the features. These findings implied a potential of the features for informing design of adaptive VR-based systems.","Attention's Substates: Unlocking Adaptive VR through EEG Insights","Perception and Cognition",H7mwp2ljyVE
1253,"Stanley Tarng: University of Calgary; Yaoping Hu: University of Calgary","In this study, we investigated the relationship between behavioral and brain responses during haptic interactions in a virtual environment. Using a helicopter aerial firefighting simulation, ten participants interacted with co-located and dis-located haptic cues. Behavioral data, including reaction times were analyzed using Drift-Diffusion Model (DDM) along event-related potentials, focusing on N200 and P300 features. Bland-Altman analyses revealed potential agreement between DDM drift rate and ERP feature slopes, suggesting that internal cognitive processes can be inferred behaviorally. The results indicate that behavioral models, such as DDM, may reduce the need for direct brain measurements, with implications for haptic interface design.","Brain Activity and Decision-Making with Haptic Cues","Perception and Cognition",EJIV0CuGiTM
1254,"Valentin Vallageas: Imaging and orthopedics research laboratory; David R Labbe: Ecole de technologie superieure; Rachid Aissaoui: École de technologie supérieure","Embodiment refers to the sensation of owning, controlling, and perceiving a virtual or artificial body as one's own. This study investigates how embodying an avatar with a leg twice its normal length affects proprioception, with congruent or incongruent visuotactile stimuli. Preliminary results (n = 10) show that participants experienced embodiment with a lengthened virtual leg, regardless of congruence of stimuli. A proprioceptive drift of 31.2 cm toward the virtual foot was observed. These findings extend research on upper-body proprioception to include virtual lower-limb deformations.","Proprioception Drift in Virtual Reality: An Experiment with an Unrealistically Long Leg","Perception and Cognition",ODDIbtStt6w
1255,"Gaku Fukui: The University of Tokyo; Maki Ogawa: the University of Tokyo; Keigo Matsumoto: The University of Tokyo; Takuto Nakamura: The University of Tokyo; Takuji Narumi: the University of Tokyo; Hideaki Kuzuoka: The University of Tokyo","Hand Redirection (HR) techniques subtly alter a user’s real hand movement to deviate from its virtual representation, enhancing passive haptics in virtual environments. However, noticeable discrepancies can reduce immersion. Inspired by redirected walking research demonstrating that knee supports can influence the perception of manipulation, this study explores whether shoulder and elbow supports can expand the detection threshold in horizontal HR. A user study revealed that shoulder supports significantly increase the DT, offering a practical, stimulus-free method to enhance HR. These findings highlight the potential of leveraging joint constraints to improve immersion without relying on external stimuli.","The Effect of Elbow and Shoulder Supports on Detection Threshold of Hand Redirection","Perception and Cognition",fLYlG5EngQQ
1256,"Hyunjo Bang: Konkuk University; Mingyu Kwon: Konkuk University; Seunghan Lee: Konkuk University; HyungSeok Kim: Konkuk University","This paper investigates the phenomenon of perceptual distortion of time caused by the stimulation of the senses in a virtual environment. We examine how time perception changes with sensory stimuli at varying intervals, focusing on visual, auditory, tactile, and visual-auditory stimuli, as well as the impact of complex visual event frequencies. Participants' time perception before and during the experiment was compared. The analysis showed that visual stimuli induced time compression, and auditory stimuli induced time dilation. Time dilation was more effectively induced than time compression. Based on these results, personalizing the time interval of sensory stimuli may maximize the time distortion effect.","Perception of Time in Virtual Reality with Different Sensory Stimulation","Perception and Cognition",-J6qG6nYojI
1257,"Ifigeneia Mavridou: Tilburg University; Ellen Seiss: Bournemouth University; Dr. Giuseppe Ugazio: University of Geneva; Mark Harpster: Bongiovi Acoustics Labs; Phillip Brown: Tilburg University; Sophia Cox: Emteq Labs; Christine Erie: Bongiovi Accoustics Labs; David Lopez Jr: Bongiovi Accoustics Labs; Ryan Copt: Bongiovi Accoustics Labs; Charles Nduka: Emteq Ltd; James Hughes: Bongiovi Accoustics Labs; Joseph Butera III: Bongiovi Accoustics Labs; Daniel N Weiss: Bongiovi Accoustics Labs","This study examines the effects of software-based localised audio enhancement in VR on spatial audio, immersion, and affective responses. Sixty-eight participants took part in a VR game (Job Simulator) and reported improved sound quality, immersion, and localization under enhanced audio conditions. Physiological measures revealed significant effects on emotional valence, highlighting enhanced audio as a cost-effective way to improve auditory involvement and emotional engagement in VR without additional hardware","“Did you hear that?”: Investigating localized spatial audio effects on enhancing immersive and affective user experiences in virtual reality","Perception and Cognition",-Gids0GMIhs
