"BoothID","authors","abstract","title","PosterCategory","VideoLink"
1038,"ByeongSun Hong: DeepXRLab; Qimeng Zhang: Korea University; Gerard Jounghyun Kim: Korea University; Jun Ryu: Korea University","Difficulty arises in virtual reality (VR) due to cybersickness. The discrepancy in motion information between the visual and vestibular feedback causes sensory conflict, a widely accepted cause for cyber-sickness. Previous research has shown reduced VR sickness by augmenting the content with motion patterns in the opposite direction of the virtual motion. However, it can also cause significant content intrusion. This poster aims to mitigate the latter by applying content-aware textured motion patterns vs. simple white animated feature points. Positive results were obtained with a higher preference for the proposed visualization while showing a similar degree of sickness reduction.","The Effects of Content-Aware Textured Reverse Motion Flow on Cybersickness and User Experience","User Experience and Presence",4jE7CdHKWXU
1039,"Bibek Khattri: Birmingham City University; Paweenuch Chantratita: Birmingham City University; Maite Frutos-Pascual: Birmingham City University; Ian Williams: Birmingham City University","Sentiment analysis is a common method for evaluating the meaning of text. While commonplace, the application of sentiment analysis for assessing collaborative teamwork is limited. We present an exploratory study of sentiment analysis as a useful companion to established metrics of user collaboration in VR. We present results of paired users (N=14, Npairs = 7) completing a VR brainstorming task, and sentiment analysis on their conversation. We report on how the sentiment process maps to the Team Workload Questionnaire (TWLQ) and illustrate how this could be a valuable metric for supporting an enriched evaluation of collaborative VR.","I’ve Got a Feeling: Sentiment analysis for collaborative performance in VR","User Experience and Presence",L3fvj5xGAbQ
1040,"Yasufumi Nakata: Keio University; Mayuka Otsuki: Keio University; Miki Nagai: Keio University; Ryosuke Yamamoto: Keio University; Minori Sakai: Keio University; Atsushi Aoyama: Keio University","VR offers immersive experiences but often causes cybersickness, hindering application. Here, we analyzed electroencephalographic (EEG) data for VR-induced discomfort associated with display parameters. Increased discomfort correlates with higher low-frequency and lower mid-frequency EEG signal power, indicating changes in autonomic activity and cognition. Previous studies have not thoroughly examined the neural impact of individual display settings. Our findings reveal the complex interplay between the display settings and EEG patterns. Optimizing the settings can mitigate discomfort and improve VR experiences, promoting wider application of VR technology.","Exploring Display Parameters Associated with Cybersickness Using Electroencephalography","User Experience and Presence",1LE-EbZ5lGo
1041,"Gang Li: University of Bath","Among 41 participants, two males exhibited no motion sickness (MS) at all during a VR-based cognitive discrimination task. The first, a judo practitioner with 16 years of mid-air balance control training, and the second, a commuter accustomed to reading while commuting, showed suppressed beta activity between cognitive and sensorimotor domains in our EEG analysis, associated with better cognitive behavioral performance. The judo practitioner demonstrated stronger suppression and superior cognitive behavioral performance. These findings raise whether beta activity suppression between cognitive and sensorimotor cortical domains reflects compensatory reticular neuron activation in the deep brainstem under a proposed MS habituation mechanism.","Case Studies of Remarkable VR Motion Sickness Resistance: A Judo Practitioner and a Commuter","User Experience and Presence",uMdbq6ky9Nk
1042,"Francesco Vona: University of Applied Sciences Hamm-Lippstadt; Julia Schorlemmer: Immersive Reality Lab, University of Applied Sciences Hamm-Lippstadt ; Michael Stern: University of Applied Sciences Hamm-Lippstadt; Navid Ashrafi: University of Applied Sciences Hamm-Lippstadt; Maurizio Vergari: Technische Universität Berlin; Tanja Kojic: Technische Universität Berlin; Jan-Niklas Voigt-Antons: Hamm-Lippstadt University of Applied Sciences","In extended reality, “pass-through” enables users to view their real-world surroundings via cameras on the headset, displaying live video inside the device. This study compared the pass-through quality of three devices: Apple Vision Pro, Meta Quest 3, and Varjo XR-3. Thirty-one participants performed two tasks—reading a text and solving a puzzle—while using each headset with the pass-through feature activated. Participants then rated their experiences, focusing on workload and cybersickness. Results showed that the Apple Vision Pro outperformed the Meta Quest 3 and Varjo XR-3, receiving the highest ratings for pass-through quality.","Comparing Pass-Through Quality of Mixed Reality Devices: A User Experience Study During Real-World Tasks","User Experience and Presence",ctFcUCNSOTo
1043,"Isaac Taylor: Ontario Tech University; Hamed Tadayyoni: Ontario Tech University; Fabian Gualdron: Ontario Tech University; Alvaro Quevedo: Ontario Tech University; Pejman Mirza-Babaei: University of Ontario Institute of Technology","The adoption of virtual reality (VR) in education, training, and health care, among others, has resulted in non-VR users exposed to immersive experiences. While VR provides immersion with various degrees of realism, several tasks are not properly represented due to the technology's limitations. For example, multiple actions require game controllers that fail to represent real-world actions. This paper evaluates the effects of onboarding techniques on usability, cognitive load, and presence on commercial video games and serious games developed for research. Our preliminary results highlight different impacts caused by the freedom and proper representation of tasks in the tutorials.","Evaluating Usability, Cognitive Load, and Presence in VR Tutorials: A Preliminary Study","User Experience and Presence",AsVZoVwBmOQ
1044,"Md Jahirul Islam: Kennesaw State University; Rifatul Islam: Kennesaw State University","Cybersickness (CS) is a major problem that is induced around 60-95% users due to immersive VR exposure, creates an obstacle for comfortable experiences. Deep learning models can predict CS, but require powerful resources, which is unsuitable for computationally constrained standalone VR (SVR) headsets. Using external computing resources can increase complexity. To address these gaps, we developed a framework for SVR devices where we trained deep learning models using physiological data, optimized the model, and deployed in the SVR headset to predict CS in real-time (during immersion) with minimum inference time. Our findings introduce future directions for real-time cybersickness prediction on SVR devices.","Towards Optimized Real-time Cybersickness Detection framework Using Deep Learning for Standalone Virtual Reality Headsets","User Experience and Presence",qfZad11Ckic
1045,"Andrew J. Jones anjones1@davidson.edu: Davidson College; Raghuram Ramanujan: Davidson College; Tabitha C. Peck: Davidson College","Phone-based head mounted displays (HMDs) make participation in virtual reality (VR) easily accessible. However, phone-based HMDs can only track the user's head orientation, excluding head position. This not only stifles the user's immersion in the virtual environment, but also risks simulator sickness. To mitigate this limitation, we propose a fully-connected neural network that predicts the user's head position given the head orientation history and other information about the user's movement that can be tracked from phone sensors. To analyze performance, the model iterates over the test dataset, predicting the entirety of the dataset's positional displacement history.","A Machine Learning Approach to Expanding the Degrees of Freedom on Phone-Based Head Mounted Displays","User Experience and Presence",fqEDEDF1Lvs
1046,"Qi Wu: Communication University of China; Di Zhang: Communication University of China; Vincent Nourrit: IMT Atlantique; Jean-Louis de Bougrenet: IMT Atlantique; Long Ye: Communication University of China","Flow is a key indicator of deep immersion, but existing detection methods rely on intrusive physiological devices, limiting real-time analysis. To overcome this, we used Tobii eye-tracking glasses to record eye movement data during gaming sessions, identifying patterns correlated with flow states. We developed a non-intrusive system with a custom algorithm to detect flow in real time, achieving 85.3% accuracy and a 412 ms detection delay. This system provides valuable insights into the relationship between flow and game design, enhancing the understanding of flow's biophysical mechanisms.","Real-Time Flow State Analysis in Game: A Non-Intrusive System Based on Eye Feature Detection","User Experience and Presence",X3JCw8VMcwI
1047,"Tomokazu Ishikawa: Toyo University; Takaaki Ueno: Toyo University","This study investigated unconscious visual effects in VR for enhancing concentration. Four peripheral vision effects (blur, chromatic aberration, mosaic, peripheral vignetting) were examined through two experiments. Twenty participants determined detection thresholds, then 15 tested concentration effects via typing tasks. Results showed blur and peripheral vignetting significantly improved typing accuracy and reduced keystroke intervals. Subjective evaluations supported these findings, indicating subtle visual modifications can enhance concentration without conscious awareness. The research demonstrates potential for strategically designed visual interventions in VR that optimize cognitive performance.","A Research on Unconscious Visual Effects for Enhancing Concentration in Virtual Reality","User Experience and Presence",9tTVdBZ1Vk0
1048,"Íris Peixoto: Instituto Politécnico de Setúbal; Joana Silva Cerqueira: Universidade NOVA de Lisboa - Faculdade de Ciências e Tecnologias ; André Antunes: NOVA University of Lisbon; Anna Letournel: Setúbal Polytechnic University; Rui Neves Madeira: NOVA University of Lisbon","Innovative therapeutic tools are essential for conditions like anxiety and food aversion. This study integrates EEG and ECG signals with a VR-based serious game for exposure therapy. Preliminary results show consistent detection of EEG biomarkers, such as N200, during VR tasks and evidence of neural habituation. Despite challenges with ECG artifacts, the successful integration of EEG and VR highlights the feasibility of real-time neurofeedback. Our approach shows auspicious results towards personalized therapeutic interventions by combining VR’s immersive qualities with the potential of neurofeedback-driven adaptability, advancing exposure therapy based on physiological feedback.","Leveraging Real-Time EEG Neurofeedback in VR for Personalized Interventions in Exposure Therapy","User Experience and Presence",fxRjQWELpBk
1049,"guotao wang: Beihang University; Chenglizhao Chen: China University of Petroleum; Aimin Hao: Beihang University","Personalized 360° content generation faces significant challenges due to the lack of adaptation to user preferences during interaction. Traditional methods rely on static content or post-session analysis, which limits dynamic engagement. In this paper, we propose a novel approach that integrates gaze tracking with dynamic content generation to create personalized 360° experiences. By analyzing gaze trajectories and user preferences, our approach adjusts content based on the user’s visual focus, leading to a more immersive experience. Experimental results show that our approach enhances content relevance and user engagement compared to existing methods, demonstrating the potential of gaze-driven personalized content in VR.","Eye-Tracking Driven Personalized 360° Panorama Content Generation","User Experience and Presence",eT23W394Pko
1050,"Rui Neves Madeira: Instituto Politécnico de Setúbal; Pedro Albuquerque Santos: Lisbon School of Engineering (ISEL), Politécnico de Lisboa (IPL); Diogo Pinto: Polytechnic University of Setubal","Parkinson’s Disease (PD) is a neurodegenerative disorder where physical exercise is crucial for symptom management and quality of life. This paper presents prototypes supporting therapeutic exercises for PD patients: the Wall Game, utilizing Kinect, and the Object Sorting Game, using Meta Quest. These prototypes target motor coordination, balance, and cognitive engagement by integrating physiotherapy exercises into game scenarios. A user study with 30 participants evaluated usability, cognitive demand, and therapeutic potential. Results showed high usability and low workload scores, confirming these games' feasibility as therapeutic tools. Future work will validate them with PD patients and refine gameplay based on feedback.","Prototyping Therapeutic Gaming: from Semi-Immersive to Fully Immersive Games for Parkinson’s Disease","User Experience and Presence",xM_3vjnilHE
1051,"Paweł Jemioło: AGH University of Krakow; Adrian Kuśmierek: AGH University of Krakow","This study explores affective computing in virtual reality (VR) gaming, focusing on adapting gameplay to players' arousal levels. By utilizing real-time physiological signals, such as heart rate and electrodermal activity, the VR game HeartFortress dynamically adjusts its mechanics. Observations suggest that the adaptive version of the game may enhance flow - a state of deep involvement in an activity - and increase physiological responsiveness, indicating heightened arousal. While preliminary, these findings highlight the potential of affective-driven adaptations in interactive systems, offering insights for gaming, training, and therapeutic applications.","HeartFortress - an Affective VR Game Adapting to Player Emotions","User Experience and Presence",YyOJpdvrZSc
1052,"Raquel T. Cabrera-Araya: Texas A&M University ; Siyu Huang: Purdue University; Mohammad Nadim: Texas A&M University - Central Texas; Edgar Javier Rojas-Muñoz: Texas A&M University; Anitha Chennamaneni: Texas A & M University Central Texas; Walter Murphy: Texas A&M University-Central Texas; Voicu Popescu: Purdue University","Study groups are crucial in education to foster collaboration and motivation. Remote students, at greater risk of isolation, often miss this peer-driven environment. This paper presents Buenas, an Extended Reality (XR) system enabling remote students to participate in on-campus study groups seamlessly. Local students interact with projected representations of remote peers seated at a conference table, while remote students use XR headsets to integrate the group into their physical surroundings. A user study comparing Buenas to conventional videoconferencing showed significant improvements in engagement, presence, connectedness, and rapport through both objective and subjective measures.","Buenas: Giving Everyone a Seat at the Study Group Table","User Experience and Presence",3YeXHCDKK74
1053,"Teresa Matos: FEUP; Daniel Mendes: FEUP/INESCTEC; João Tiago Jacob: FEUP; A. Augusto Sousa: FEUP/INESCTEC; Rui Rodrigues: FEUP/INESC TEC","Virtual Reality allows users to experience realistic environments in an immersive and controlled manner, particularly beneficial for contexts where the real scenario is not easily or safely accessible. The choice between 360º content and 3D models impacts outcomes such as perceived quality and computational cost, but can also affect user attention. This study explores how attention manifests in VR using a 3D model or a 360º image rendered from said model during visuospatial tasks. User tests revealed no significant difference in workload or cybersickness between these types of content, while sense of presence was reportedly higher in the 3D environment.","Do We Need 3D to See? Impact of Dimensionality of the Virtual Environment on User Attention","User Experience and Presence",c66Y-Tc1vA
1054,"Julia Hertel: University of Hamburg; Jan Nicolai Synwoldt: Universität Hamburg; Frank Steinicke: Universität Hamburg","Currently, optical see-through augmented reality HMDs (OST AR HMDs) still have significant display limitations. This work presents a user study conducted with an OST AR HMD to investigate how two of these limitations - a small field of view and low resolution - affect task performance, user experience, workload, and simulator sickness in the context of immersive analytics. The Magic Leap 2 was used to simulate the display properties of other commonly used HMDs. The results suggest that a limited field of view negatively impacts user experience and workload, with the difference between the Magic Leap 2's field of view and that of the two generations of the Microsoft HoloLens being particularly striking.","Investigating the Effects of Limited Field of View and Resolution in Optical See-Through Augmented Reality in the Context of Immersive Analytics","User Experience and Presence",ckDrDFftfjE
