id,ids,Title,"abstract","affiliations"
P1308,P1308,HIPS - A Surgical Virtual Reality Training System for Total Hip Arthroplasty (THA) with Realistic Force Feedback,"VR training is essential for enhancing patient safety in surgical education. Simulators require visual realism and accurate haptic feedback. Although some surgical simulators are available, authentic training tools are limited in high-force areas like total hip arthroplasty (THA). This research introduces an innovative VR simulation for five steps of THA, with realistic haptic feedback for the first time. The simulation employs a novel haptic hammering device, the enhanced Virtuose 6D from Haption, alongside novel algorithms for collision detection, haptic rendering, and material removal. A study involving 17 surgeons across various skill levels confirmed the realism, practicality, and user-friendliness of our pioneering methods.","Mario Lorenz: Chemnitz University of Technology, Maximilian Kaluschke: University of Bremen, Annegret Melzer: Chemnitz University of Technology, Nina Pillen: Youse GmbH, Magdalena Sanrow: Youse GmbH, Andrea Hoffmann: Chemnitz University of Technology, Dennis Schmidt: FAKT Software GmbH, Andre Dettmann: Chemnitz University of Technology, Angelika Bullinger: Chemnitz University of Technology, Jerome Perret Perret: Haption GmbH, Gabriel Zachmann: University of Bremen"
P1309,P1309,VF-Lens: Enhancing Visual Perception of Visually Impaired Users in VR via Adversarial Learning with Visual Field Attention,"This research proposes VF-Lens, a generative adversarial model designed to enhance image perception for visually impaired users in VR. Through adversarial training, VF-Lens adaptively compensates for light sensitivity and generates hyperimages tailored to the user's visual field parameters, enabling perceptions closer to those of normal-vision users. VF-Lens is applicable to various types of visual impairments while bypassing engineering complexities. The proposed ""visual field attention"" mechanisms further prioritize critical visual information for improved performance. Extensive evaluations demonstrate the effectiveness of VF-Lens, while a standardized evaluation process ensures reusability and comparability for future research.","Xiaoming Chen: The University of Sydney, Han Dehao: Beijing Technology and Business University, Qiang Qu: The University of Sydney, Yiran Shen: Shandong University"
P1310,P1310,MineVRA: Exploring the Role of Generative AI-Driven Content Development in XR Environments through a Context-Aware Approach,"The convergence of AI, Computer Vision, Graphics, and Extended Reality (XR) drives innovation in immersive environments. A key challenge is creating personalized 3D assets, which is traditionally a manual, time-consuming process. Generative AI (GenAI) offers a promising solution for automated, context-aware content creation. This paper introduces MineVRA, a Human-In-The-Loop XR framework integrating GenAI for adaptive 3D asset generation. A user study compared GenAI-generated objects to Sketchfab assets in immersive contexts. Results highlight GenAI?s potential to complement traditional libraries, offering design insights for human-centered XR environments and advancing efficient, personalized 3D content creation.","Lorenzo Stacchio: University of Macerata, Emanuele Balloni: Universit… Politecnica delle Marche, Marina Paolanti: University of Macerata, Emanuele Frontoni: University of Macerata, Primo Zingaretti: UNIVPM, Roberto Pierdicca: Universit… Politecnica delle MArche "
P1312,P1312,Enhancing Obstacle Visibility with Augmented Reality Improves Mobility in People with Low Vision,"Low vision (LV) refers to functional yet reduced visual abilities, which pose safety challenges, particularly for mobility. We tested how increasing obstacle visibility by highlighting the obstacle outline in AR supports people with LV walk an obstacle course. Our study reveals that LV participants walked faster and took shorter paths in the AR-enhanced condition as compared to the control condition without enhancements. Our findings demonstrate the potential of object-specific AR enhancements to improve accessibility in real-life scenarios for people with LV and underscores the promise of AR and computer vision in the development of future assistive technologies.","Lior Maman: University of Haifa, Ilan Vol: Ben Gurion University, Sarit Szpiro: University of Haifa"
P1324,P1324,Transtiff: A Stylus-shaped Interface for Rendering Perceived Stiffness of Virtual Objects via Stylus Stiffness Control,"The replicating object stiffness is critical for realistic haptic feedback in virtual environments. Existing research has largely overlooked the role of stylus stiffness in shaping the perception of virtual object stiffness. To address this, we conducted a psychophysical experiment showing that dynamic changes in stylus stiffness, combined with visual stimuli, alter user perceptions. Based on these findings, we developed Transtiff, a stylus-shaped interface with on-demand stiffness control using a McKibben artificial muscle. User study confirmed its effectiveness in simulating material properties such as sponge, plastic, and tennis balls, thereby advancing haptic design for VR applications.","Ryoya Komatsu: Aoyama Gakuin University, Ayumu Ogura: Aoyama Gakuin University, Shigeo Yoshida: OMRON SINIC X, Kazutoshi Tanaka: OMRON SINIC X Corporation, Yuichi Itoh: Aoyama Gakuin University"
P1328,P1328,Brain Signatures of Time Perception in Virtual Reality,"Achieving immersion in VR requires precise measurement of user state. While physical characteristics like locomotion and pose can be accurately tracked in real-time, capturing mental states is harder. Time perception reflects mental states like stress, focus, and boredom, but objective measurement is scarce. This work explores EEG to monitor time perception in VR using neural oscillations and time-frequency analysis. We implemented various time perception modulators, recorded EEG data, and labeled samples as overestimation, correct estimation, or underestimation. Clear EEG spectral signatures for these states were found, enabling VR environments to adapt dynamically to users, increasing immersion and improving user experience.","Sahar Niknam: University of Luxembourg, Saravanakumar Duraisamy: University of Luxembourg, Jean Botev: University of Luxembourg, Luis A. Leiva: University of Luxembourg"
P1335,P1335,SeamlessVR: Bridging the Immersive to Non-Immersive Visualization Divide,"SeamlessVR is a method for smoothly transitioning from immersive VR headset visualization to non-immersive on-screen views. It continuously morphs 3D visualization into 2D, matching what users see after removing the headset. This seamless transition reduces cognitive effort, allowing users to continue visualization tasks effortlessly on screen. In an IRB-approved study with 30 participants, SeamlessVR outperformed the conventional headset removal approach in time and accuracy for target tracking in complex abstract and realistic scenes. Additionally, users reported better perception of the transition and enhanced usability. SeamlessVR did not induce cybersickness.","Shuqi Liao: Purdue University, Sparsh Chaudhri: Purdue University, Maanas K Karwa: Purdue University, Voicu Popescu: Purdue University"
P1341,P1341,Look at the Sky: Sky-aware Efficient 3D Gaussian Splatting in the Wild,"Photographs taken in unconstrained tourist environments often present challenges for accurate scene reconstruction due to variable appearances and transient occlusions. With the advancement of 3DGS, some methods have enabled real-time rendering by reconstructing scenes from unconstrained photo collections. However, the rapid convergence of 3DGS is misaligned with the slower convergence of neural network-based appearance encoder and transient mask predictor, hindering the reconstruction efficiency. To address this, we propose a novel sky-aware framework for in-the-wild scene reconstruction. Extensive experiments on multiple datasets demonstrate that the proposed framework outperforms existing methods in novel view and appearance synthesis.","Yuze Wang: Beihang University, Junyi Wang: Shandong University, Ruicheng Gao: Beihang University, Yansong Qu: XMU, Wantong Duan: Beihang University, Shuo Yang: Beihang University, Yue Qi: Beihang University"
P1342,P1342,Fov-GS: Foveated 3D Guassian Splatting for Dynamic Scene,"3D Gaussian Splatting-based methods can achieve photo-realistic rendering with speeds of over 100 fps in static scenes, but the speed drops below 10 fps in monocular dynamic scenes. Foveated rendering provides a possible solution to accelerate rendering without compromising visual perceptual quality. However, 3DGS and foveated rendering are not compatible. In this paper, we propose Fov-GS, a foveated 3D Gaussian splatting method for rendering dynamic scenes in real time. Experiments demonstrate that our method not only achieves higher rendering quality in the foveal and salient regions compared to the SOTA methods but also dramatically improves rendering performance, achieving up to $11.33X$ speedup.","Runze Fan: Beihang University, Jian Wu: Beihang University, Xuehuai Shi: Nanjing University of Posts and Telecommunications, Lizhi Zhao: Beihang University, Qixiang Ma: Beihang University, Lili Wang: Beihang University"
P1353,P1353,The Impact of Airflow and Multisensory Feedback on Immersion and Cybersickness in a VR Surfing Simulation,"This paper explores enhancing immersion and reducing cybersickness in a VR surfing simulation through multisensory feedback integration. Using a custom airflow system and a surfboard on a 6-DoF motion platform, we conducted two studies. The first examines the effects of variable airflow synchronized with VR speed versus constant airflow, highlighting significant benefits for active user engagement. The second evaluates the combined impact of visual, motion, and airflow cues on acceleration perception, user immersiveness and cybersickness. Results show that synchronized multisensory feedback delivers the most immersive and comfortable experience, offering insights for designing dynamic, motion-intensive VR simulations.","Premankur Banerjee: University of Southern California, Mia P Montiel: University of Southern California, Lauren Tomita: University of Southern California, Olivia Means: University of Southern California, Jason Kutch: University of Southern California, Heather Culbertson: University of Southern California"
P1375,P1375,Minimalism or Creative Chaos? On the Arrangement and Analysis of Numerous Scatterplots in Immersive 3D Knowledge Spaces,"Working with scatterplots is a common task in data analysis, becoming more complex as more plots are needed to understand the data. This paper explores how different immersive virtual environments (iVEs) affect users' ability to quickly retrieve scatterplots from a larger collection. We tested three scenarios: an Empty scene, a single landmark (Desk), and multiple landmarks (Office). In all conditions, users could freely arrange plots in 3D space. Results from a study with 45 participants reveal that the time and effort spent arranging the plots had a greater impact on memory performance than the iVE design. The findings highlight the significance of an active arrangement phase in supporting spatial memorization of scatterplots within iVEs.","Melanie Derksen: TU Dortmund University, Torsten Wolfgang Kuhlen: RWTH Aachen University, Mario Botsch: TU Dortmund University, Tim Weissker: RWTH Aachen University"
P1383,P1383,A Cost-effective Tangible Rehearsal Interface for Microsurgical Clipping of Intracranial Aneurysm,"This work presents a mixed reality based microsurgical clipping rehearsal system for intracranial aneurysm treatment. To ensure realistic tangible feedback from the clip holder, we design a marker-based tracking method to adopt the real microsurgical instrument as the input device. Besides, a specific-to-general stitching method is proposed to register the patient-specific aneurysm lesion to a standard brain for personalized model reconstruction. In addition, to well simulate the interactions between the aneurysm and the clip, we design a collision distance constrained contact mechanics to enhance the efficiency and stability of simulation. Experiments demonstrated our system had the potential to be applied in real clinical practice.","Wei Cao: China University of Petroleum, zhengyang li: China University of Petroleum, Yuchen He: China University of Petroleum, Zehua Liu: The Chinese University of Hong Kong, Meng Zhang: Shenzhen Secand People's Hospital, lv jianping: Guangzhou First People's Hospital, Weixin Si: Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences"
P1386,P1386,Synthesizing Six Years of AR/VR Research: A Systematic Review of Machine and Deep Learning Applications,"Augmented Reality (AR), Virtual Reality (VR), and Mixed Reality (MR), combined with machine learning (ML) and deep learning (DL), represent both challenging and promising research areas. Despite their rapid growth, there has been a lack of comprehensive reviews of their contributions. This paper analyzes AR/VR/MR with ML/DL-focused 154 publications from IEEE VR and ISMAR (2018?2023), covering 12 categories like 3D reconstruction, cybersickness, gesture recognition, tracking, privacy/security, etc. It highlights ML/DL's impact, discusses emerging trends and challenges, and provides a curated list of publicly available datasets to support further research. This review serves as a valuable resource for advancing AR/VR/MR research.","Sarker Monojit Asish: Florida Polytechnic University, Bhoj Bahadur Karki: University of Louisiana at Lafayette, Bharat KC: University of Louisiana at Lafayette, Niloofar Kolahchi: University of Louisiana at Lafayette, Shaon Sutradhar: AIMEN, Spain."
P1389,P1389,"Perceptually-Guided Acoustic ""Foveation","Realistic spatial audio rendering improves immersion in virtual environments. However, the computational complexity of acoustic propagation increases linearly with the number of sources. Consequently, real-time accurate acoustic rendering becomes challenging in highly dynamic scenarios such as virtual and augmented reality (VR/AR).",""
P1391,P1391,Frequency-aware Uncertainty Gaussian Splatting for Dynamic Scene Reconstruction,"In this paper, we propose a novel Frequency-aware Uncertainty Gaussian Splatting, termed FUGS, for adaptively reconstructing dynamic scenes in the Fourier space. Specifically, we design an Uncertainty-aware Deformation Model (UDM) that explicitly models motion attributes using learnable uncertainty relations with neighboring Gaussian points. Subsequently, a Dynamic Spectrum Regularization (DSR) is developed to perform coarse-to-fine Gaussian densification through low-to-high frequency filtering. Extensive experiments on synthetic and real-world datasets show that our FUGS exhibits significant superiority over state-of-the-art methods.","Mingwen Shao: China University of Petroleum (East China), Yuanjian Qiao: China University of Petroleum (East China), Kai Zhang: China University of Petroleum (East China), Lingzhuang Meng: China University of Petroleum (East China)"
P1393,P1393,Explainable XR: Understanding User Behaviors of XR Environments using LLM-assisted Analytics Framework,"We introduce Explainable XR, a novel framework for analyzing user behavior across varied eXtended Reality (XR) environments using Large Language Models for data interpretation. Addressing the challenges of cross-virtuality transitions and multimodal data, Explainable XR offers a virtuality-agnostic solution for data collection, analysis, and visualization. It features a User Action Descriptor for capturing multimodal actions and intents, a platform-independent XR session recorder, and a visual analytics interface coupled with LLM-assisted insights. Our evaluation showcases its effectiveness in both individual and collaborative XR applications, providing valuable, actionable insights into user behaviors in immersive environments.","Yoonsang Kim: Stony Brook University, Zainab Aamir: Stony Brook University, Mithilesh Kumar Singh: Stony Brook University, Saeed Boorboor: Stony Brook University, Klaus Mueller: Stony Brook University, Arie Kaufman: Stony Brook University"
P1405,P1405,The Impact of Navigation on Proxemics in an Immersive Virtual Environment with Conversational Agents,"The management of interpersonal space - the distance people maintain between each other - is crucial for user comfort in VR. This is particularly relevant in social VR where interactions are frequent. Teleportation is a widely used locomotion method in these environments yet its effect on proximity remains unexplored. To address this, we measured the interpersonal distance of 70 participants interacting with virtual agents, comparing teleportation to natural walking. Results showed that participants maintained closer proximity during teleportation, emphasising the need for further research on how locomotion influences spatial perception and social dynamics in VR.","Rose Connolly: Trinity College Dublin, Lauren Buck: University of Utah, Victor Zordan: Roblox Corporation, Rachel McDonnell: Trinity College Dublin"
P1414,P1414,Automatic Generation of Haptic Motion Effects Expressing Human Dance,"Haptic motion effects stimulate the human vestibular system, enhancing multisensory experiences in 4D films.This paper focuses on the automatic creation of motion effects that express the physical movements in human dance using motion capture data. The algorithm processes six-degree-of-freedom motion effects by (1) separating external and internal movements of a dancer's body, (2) segmenting internal movements into a few segments, and (3) merging all external and internal movements with appropriate scaling and weight. Our novel method can elicit better user experiences than two previous motion effect generation algorithms, which respectively represent the movements in general articulated bodies and all dynamic components in the scene.","Jaehyeok Ahn: Pohang University of Science and Technology (POSTECH), Seungmoon Choi: Pohang University of Science and Technology (POSTECH)"
P1421,P1421,Perception of Visual Variables on Virtual Wall-Sized Tiled Displays in Immersive Environments,"We investigate the perception of visual variables on wall-sized tiled displays within an immersive environment. We conducted two user studies focusing on elementary visualization reading tasks in VR. The first study compared three different virtual display arrangements. Following that, we compared the results with those from a previous study conducted in a real-world setting.  The comparative analysis showed that virtual curved walls resulted in smaller errors than the real-world flat wall display, but with longer task completion time.The second study evaluated the impact of four 3D user interaction techniques on performing the elementary task on the virtual wall display. We report our finings and discuss the limitations and future work.","Dongyun Han: Utah State University, Anastasia Bezerianos: LISN, Universit‚ Paris-Saclay, CNRS, INRIA, Petra Isenberg: Universit‚ Paris-Saclay, CNRS, Isaac Cho: Utah State University"
P1425,P1425,CoordAuth: Hands-Free Two-Factor Authentication in Virtual Reality Leveraging Head-Eye Coordination,"We present CoordAuth, a gaze-based two-factor authentication technique in VR utilizing implicit head-eye motion features to offer a more secure and natural alternative to traditional pattern-based authentication. Users authenticate by performing gestures across a 3x3 grid with their eyes. We optimized CoordAuth's UI by evaluating input performance across different grid sizes and constructed its authentication algorithm using head-eye coordination features and Random Forest classifiers. CoordAuth showed strong security with a 1.6% FAR and 1.5% FRR across 24 users and a 0.6% Attack Success Rate against shoulder-surfing. Usability study in various postures revealed faster authentication and lower rejection rates compared to baselines.","Sheng Zhao: Tsinghua University, Junrui Zhu: Tsinghua University, Shuning Zhang: Tsinghua University, Xueyang Wang: Tsinghua University, Hongyi Li: Tsinghua University, Fang Yi: Tsinghua University, Xin Yi: Tsinghua University, Hewu Li: Tsinghua University"
P1427,P1427,Predicting Ray Pointer Landing Poses in VR Using Multimodal LSTM-Based Neural Networks,"Target selection is crucial in VR interaction. Prediction heuristics enhance user experience. We aim to predict ray landing poses for hand-based raycasting in VR using an LSTM neural network with time-series data from three channels: hand, HMD, and eye. A study gathered motion data from these inputs and analyzed behaviors to identify the best combination of modalities. A second study validated raycasting across various distances, angles, and target sizes. Our technique predicted landing poses within 4.6ø accuracy and, compared to baseline and prior kinematic methods, it improved prediction accuracy by 3.5 and 1.9 times, respectively.","Wenxuan Xu: Xi'an Jiaotong-Liverpool University, Yushi Wei: The Hong Kong University of Science and Technology (Guangzhou), Xuning Hu: Xi'an Jiaotong-Liverpool University, Wolfgang Stuerzlinger: Simon Fraser University, Yuntao Wang: Tsinghua University, Hai-Ning Liang: The Hong Kong University of Science and Technology (Guangzhou)"
P1428,P1428,No More Head-Turning: Exploring Passthrough Techniques for Addressing Rear Interruptions from the Front in VR,"Virtual reality (VR) users often encounter interruptions. While the Passthrough feature can help, when interruptions come from the rear, users still need to turn their heads to see the real world. Our Study 1's semi-structured interviews found that users were less likely to use Passthrough for rear interruptions due to large head-turning movements which were inconvenient and increased cybersickness. These findings led to three Passthrough techniques for displaying the rear view in front of the user. A second study showed that they reduced physical and temporal demands, alleviated cybersickness, and improved users' experience. Our work offers solutions that effectively manage rear interruptions while maintaining user comfort and experience.","Zixuan Guo: Xi'an Jiaotong-Liverpool University, Yuekai Shi: Xi'an Jiaotong-Liverpool University, Tiantian Ye: Xi'an Jiaotong-Liverpool University, Tingjie Wan: Xi'an Jiaotong-Liverpool University, Hai-Ning Liang: The Hong Kong University of Science and Technology (Guangzhou)"
P1431,P1431,A Dual-Stick Controller for Enhancing Raycasting Interactions with Virtual Objects,"This work presents Dual-Stick, a novel controller with two sticks connected at the end, introducing the Dual-Ray interaction paradigm to enhance raycasting input in Virtual Reality. By leveraging human dexterity with tools like clamps and tweezers, Dual-Stick adjusts the relative angle between sticks, supporting flexible manipulation with additional degrees of freedom. Two studies were conducted to assess Dual-Ray's effectiveness in target selection and manipulation tasks. Results showed that Dual-Ray improved selection efficiency over single-ray input but did not outperform enhanced single-ray techniques. For manipulation, Dual-Ray reduced completion time and mode switching compared to single-ray input.","Nianlong Li: Lenovo Research, Tong Wu: Human-Computer Interaction Technology and Intelligent Information Processing Laboratory, Zhenxuan He: Institute of software, Chinese Academy of Sciences, Luyao Shen: Computational Media and Arts Thrust, The Hong Kong University of Science and Technology (Guangzhou), Tianren Luo: Institute of Software, Teng Han: Institute of Software, Chinese Academy of Sciences, BoYu Gao: Jinan University, Yu Zhang: Lenovo Research, Liuxin Zhang: Lenovo Research, Feng Tian: Institute of software, Chinese Academy of Sciences, Qianying Wang: Lenovo Research"
P1441,P1441,Trust in Virtual Agents: Exploring the Role of Stylization and Voice,"Advancements in AI have improved the realism of virtual agents. However, little research explores how data-driven methods combined with voice cues affect user perceptions. This study reconstructs stylized agents with synthesized voices to examine their impacts on trust and other perceptions. An experiment with 27 participants showed that stylized agents build trust similarly to realistic ones, while voice has a negligible effect. Elder agents were more trusted. The style of the agents also plays a key role in participants' perceived realism, and audio-visual matching significantly enhances perceived empathy. ",""
P1445,P1445,XRXL: A System for Immersive Visualization in Large Lectures,"This paper describes XRXL, an extended-reality system for increasing student engagement in large lectures. Students wear XR headsets to see 3D visualizations controlled by the instructor. The instructor can virtually retract the roof and walls of the classroom to allow for large-scale visualizations that extend beyond the physical boundaries of the classroom, or to turn the classroom into a 360 degree theater. The instructor can also partition the classroom into small groups of students and to assist individual groups as needed. XRXL was tested in a user study with 82 students in the context of a mock-lecture on neural networks, with good results.","Kabir Batra: Purdue University, Zirui Zhang: Purdue University, Shuwen Yang: Purdue University, Arnima Agrawal: Purdue University, Yiyin Gu: Purdue University, Bedrich Benes: Purdue University, Alejandra Magana: Purdue University, Voicu Popescu: Purdue University"
P1455,P1455,Scaling Techniques for Exocentric Navigation Interfaces in Multiscale Virtual Environments,"We present a scroll-based scaling technique for navigating multiscale virtual environments across different levels of scale (LoS). While previous work has explored various scaling techniques, our approach focuses on optimizing exocentric navigation where precise, continuous scaling is essential. Through user testing, we examined two key design components of scaling techniques: input method and scaling center. Results show our scroll-based input method significantly outperforms traditional pinch/grab based bi-manual techniques in accuracy, efficiency, and task load. Additionally, we discovered that scaling center selection impacts usability, particularly when combined with specific input methods.","Jong-In Lee: Texas A&M University, Wolfgang Stuerzlinger: Simon Fraser University"
P1461,P1461,SummonBrush: Enhancing Touch Interaction on Large XR User Interfaces by Augmenting Users' Hands with Virtual Brushes,"Users typically need to perform extensive arm movements for engaging with XR user interfaces much larger than mobile device touchscreens. We propose the SummonBrush technique to facilitate easy access to hidden windows while interacting with large XR user interfaces, requiring minimal arm movements. The SummonBrush technique adds a virtual brush to the index fingertip of a user?s hand. The user can summon hidden windows or background applications in situ via pressing the brush against the user interface to make ink fully fill the brush and then performing swipe gestures. Ecological studies showed that SummonBrush significantly reduced arm movement time, leading to a significant decrease in reported physical demand.","Yang Tian: Guangxi University, Zhao Su: Guangxi University, Tianren Luo: Institute of Software, Teng Han: Institute of Software, Chinese Academy of Sciences, Shengdong Zhao: City University of Hong Kong, Youpeng Zhang: City University of Hong Kong, Yixin Wang: Guangxi University, BoYu Gao: Jinan University, Dangxiao Wang: Beihang University"
P1462,P1462,BoundaryScreen: Summoning the Home Screen in VR via Walking Outward,"Existing implementations of a safety boundary wall neglect to utilize the safety boundary wall's large surface for displaying interactive information. We propose the BoundaryScreen technique based on the walking outward metaphor to add interactivity to the safety boundary wall. Specifically, we augment the safety boundary wall by placing the home screen on it. To summon the home screen, the user only needs to walk outward until it appears.  Results showed that (i) participants significantly preferred BoundaryScreen in the outermost two-step-wide ring-shaped section of a circular safety area, and (ii) participants exhibited strong ?behavioral inertia? for walking.","Yang Tian: Guangxi University, Xingjia Hao: Guangxi University, Jianchun Su: Guangxi Huasheng New Materials Co., Ltd, Wei Sun: Institute of Software Chinese Academy of Sciences, Yangjian Pan: Guangxi University, Yunhai Wang: Renmin University of China, Minghui Sun: Jilin University, Teng Han: Institute of Software, Chinese Academy of Sciences, Ningjiang Chen: Guangxi University"
P1465,P1465,ESIQA: Perceptual Quality Assessment of Vision-Pro-based Egocentric Spatial Images,"With the development of eXtended Reality (XR), egocentric spatial images and videos are emerging as a compelling form of stereoscopic XR content. However, the image quality assessment (IQA) research for egocentric spatial images is still lacking. We establish the first Egocentric Spatial Images Quality Assessment Database (ESIQAD), including 500 images and their MOSs in 2D, 3D-window, and 3D-immersive display modes. Furthermore, we propose a novel mamba2-based multi-stage feature fusion model ESIQAnet, which predicts the perceptual quality of egocentric spatial images under the three display modes. Extensive experimental results show that the  ESIQAnet outperforms 22 state-of-the-art IQA models on the ESIQAD under all three display modes.","Xilei Zhu: Shanghai Jiao Tong University, Liu Yang: Shanghai Jiao Tong University, Huiyu Duan: Shanghai Jiao Tong University, Xiongkuo Min: Shanghai Jiao Tong University, Guangtao Zhai: Shanghai jiaotong university, Patrick LE CALLET: Universit‚ de Nantes"
P1475,P1475,Comparison of Cross-Reality Transition Techniques Between 3D and 2D Display Spaces in Desktop-AR Systems,"The aim of this study is to develop an understanding of how virtual objects can be transitioned between 3D Augmented Reality and 2D standard monitor display spaces. The increased availability of Augmented Reality devices, gives rise to hybrid setups in which users may need to transition virtual objects between display spaces. We developed three virtual object transition techniques: Mouse-based, Hand-based, and a Modality Switch. The three techniques were evaluated in a user study (N=24) alongside a fourth condition in which participants could freely switch between Hand- and Mouse-based techniques. Participants preferred the mouse-based technique, which allowed them to transition objects faster.","Robbe Cools: KU Leuven, Inne Maerevoet: KU Leuven, Matt Gottsacker: University of Central Florida, Adalberto L. Simeone: KU Leuven"
P1476,P1476,From Display to Interaction: Design Patterns for Cross-Reality Systems,"Cross-reality is an emerging research area concerned with systems operating across realities, which are often complex, and thus there is a need for an overarching design framework. This paper addresses this need by presenting eleven design patterns for cross-reality applications across the following four categories: fundamental, origin, display, and interaction patterns.",""
P1480,P1480,Setting the Stage: Using Virtual Reality to Assess the Effects of Music Performance Anxiety in Pianists,"Music Performance Anxiety (MPA) is highly prevalent among musicians and often debilitating. We systematically assessed the effect of MPA on performance, physiology, and anxiety ratings using virtual reality (VR) to induce heightened MPA levels in pianists. Twenty pianists completed a performance task under two conditions: a public ?Audition? and a private ?Studio? rehearsal. Participants experienced VR pre-performance settings before transitioning to live piano performance in the real world. Pianists in the Audition condition experienced higher somatic anxiety and increased in performance accuracy over time, with a reduced error rate. Additionally, their performances were faster and featured increased note intensity.","Nicalia Elise ThompSon: Goldsmiths, Xueni Pan: Goldsmiths, Maria Herrojo Ruiz: Goldsmiths"
P1486,P1486,X's Day: Personality-Driven Virtual Human Behavior Generation,"This paper introduces a novel task focused on generating long-term behaviors for virtual agents, guided by specific personality traits and contextual elements within 3D environments. We present a comprehensive framework capable of autonomously producing daily activities autoregressively. By modeling the intricate connections between personality characteristics and observable activities, we establish a hierarchical structure of Needs, Task, and Activity levels. Integrating a Behavior Planner and a World State module allows for the dynamic sampling of behaviors using large language models (LLMs), ensuring that generated activities remain relevant and responsive to environmental changes. Project website: https://behavior.agent-x.cn/.","Haoyang Li: Beijing Institute of Technology, Zan Wang: Beijing Institute of Technology, Wei Liang: Beijing Institute of Technology, Yizhuo Wang: Beijing Institute of Technology"
P1497,P1497,Implicit Learning of Professional Skills through Immersive Virtual Reality: a Media Comparison Study,"This study compares Immersive Virtual Reality (IVR) and traditional slideshow lessons for teaching implicit knowledge in professional decision-making tasks in viticulture. In a 2x1 between-subject design, forty engineering students learned to assess vine vigor through implicit learning, followed by real-world evaluation. The findings suggest that while immersion does not directly improve decision-making accuracy, it enhances intrinsic motivation and influences how knowledge is transferred to real-world tasks.","Pierre Bondesan: Arts et M‚tiers Institute of Technology, Audrenne CANAL: Arts et M‚tiers Institute of Technology, Sylvain Fleury: Arts et M‚tiers Institute of Technology, Andr‚a Boisadan: CESI, Simon Richir: Arts et M‚tiers Institute of Technology"
P1499,P1499,Which Side is the Top? A User Study to Compare Visual Assets for Component Orientation in Assembly with Augmented Reality,"This study explores the use of Augmented Reality (AR) visual assets to convey information about component orientation. We focused on assembly scenarios where no affordance is provided for orientation while maintaining a high affordance for how components are mounted. We evaluated 6 AR presentation modes: image, video, static/animated side-by-side product model, static/animated in-situ product model. We conducted a user study with 36 participants, measuring completion time, accuracy, cognitive load. We also analyzed users? interaction and feedback. Our findings revealed that the animated side-by-side product model ensures better completion time, demanding less cognitive load and being favored by users.","Enricoandrea Laviola: Polytechnic University of Bari, Michele Gattullo: Polytechnic University of Bari, Sara Romano: Polytechnic University of Bari, Antonio E. Uva: Polytechnic Institute of Bari"
P1510,P1510,Am I (Not) a Ghost? Leveraging Affordances to Study the Impact of Avatar/Interaction Coherence on Embodiment and Plausibility in Virtual Reality,"Understanding how avatars suggest possibilities for action, namely affordances, has attracted attention in the human-computer interaction community. Indeed, avatars? aesthetic features may signify false affordances conflicting with users? expectations and impacting avatar plausibility. The proposed research initially aimed at exploring the use of such affordances to investigate the impact of congruence manipulations on the sense of embodiment. However, it appeared participants? behavior was driven by other processes priming over the perception of the affordances. We unexpectedly manipulated the internal congruence following repeated exposures, causing a rupture in plausibility and significantly lowering embodiment scores and performance.","Florian Dufresne: Arts et M‚tiers Institute of Technology, Charlotte Dubosc: Arts et M‚tiers Institute of Technology, Titouan LEFROU: Arts et M‚tiers Institute of Technology, Geoffrey Gorisse: Arts et M‚tiers Institute of Technology, Olivier Christmann: Arts et M‚tiers Institute of Technology"
P1512,P1512,Misperception of the distance of virtual augmentations,"Binocular disparity provides metric depth, while monocular cues like occlusion indicate depth order. In augmented reality (AR), conflicts arise when virtual objects fail to be occluded by real-world surfaces, disrupting depth perception. Using distance-matching paradigms, we investigated these conflicts within (0.35-0.5 m) and beyond reach space (0.9?1.5 m). Observers matched a virtual letter's distance using a probe or manual reach. Results showed consistent underestimation of the letter's distance when rendered beyond a surface, with errors increasing with distance. These biases persisted despite proprioceptive input, underscoring occlusion conflicts' impact on depth perception and the need for careful AR design.","Domenic Au: York University, Robert S. Allison: York University, Iroshini Gunasekera: York University, Laurie M Wilcox: York University"
P1513,P1513,Single Actor Controlling Multiple Avatars for Social Virtual Realities,"Social virtual reality applications aim to provide immersive, interactive experiences with virtual characters. However, developing characters capable of natural verbal and non-verbal interactions remains a significant challenge, particularly in managing complex and unexpected user interactions. To address this, we present a system supporting full-body avatars with six-point tracking and a streamlined switch control procedure, enabling one actor to control multiple virtual humans and interact seamlessly with users. The system supports both verbal and non-verbal interactions. In an experiment, we showed that our system enhances co-presence, creating the feeling of multiple distinct, human-controlled characters are present in the scene.","Jingyi Zhang: University College London, Anthony Steed: University College London"
